2019-04-25 20:56:44.722 UTC [main]  TRACE LineSegmentationEvaluatorTool:42 - main
2019-04-25 20:56:56.174 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@16f65612
2019-04-25 20:56:56.174 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@311d617d
2019-04-25 20:56:56.174 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@7c53a9eb
2019-04-25 20:56:56.174 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@ed17bee
2019-04-25 20:56:56.174 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@2a33fae0
2019-04-25 20:56:56.174 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@707f7052
2019-04-25 20:56:56.174 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@11028347
2019-04-25 20:56:56.175 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@14899482
2019-04-25 20:56:56.175 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@21588809
2019-04-25 20:56:56.175 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@2aae9190
2019-04-25 20:56:56.175 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@2f333739
2019-04-25 20:56:56.175 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@77468bd9
2019-04-25 20:56:56.175 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@12bb4df8
2019-04-25 20:56:56.175 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@4cc77c2e
2019-04-25 20:56:56.175 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@7a7b0070
2019-04-25 20:56:56.175 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@39a054a5
2019-04-25 20:56:56.175 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@71bc1ae4
2019-04-25 20:56:56.175 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@6ed3ef1
2019-04-25 20:56:56.175 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@2437c6dc
2019-04-25 20:56:56.175 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@1f89ab83
2019-04-25 20:56:56.175 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@e73f9ac
2019-04-25 20:56:56.175 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@61064425
2019-04-25 20:56:56.175 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@7b1d7fff
2019-04-25 20:56:56.175 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@299a06ac
2019-04-25 20:56:56.559 UTC [main]  TRACE LineSegmentationEvaluator:391 - matching possibility: java.awt.Polygon@3abfe836 * java.awt.Polygon@383534aa = 0.6362437886624075
2019-04-25 20:56:56.559 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@6bc168e5
2019-04-25 20:56:56.971 UTC [main]  TRACE LineSegmentationEvaluator:391 - matching possibility: java.awt.Polygon@3abfe836 * java.awt.Polygon@277c0f21 = 0.003943202346496766
2019-04-25 20:56:56.971 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@7b3300e5
2019-04-25 20:56:56.971 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@2e5c649
2019-04-25 20:56:56.971 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@136432db
2019-04-25 20:56:56.971 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@7382f612
2019-04-25 20:56:56.971 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@1055e4af
2019-04-25 20:56:56.971 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@3caeaf62
2019-04-25 20:56:57.269 UTC [main]  TRACE LineSegmentationEvaluator:391 - matching possibility: java.awt.Polygon@3abfe836 * java.awt.Polygon@e6ea0c6 = 0.00816566885857297
2019-04-25 20:56:57.270 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@6a38e57f
2019-04-25 20:56:57.271 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@5577140b
2019-04-25 20:56:57.271 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@1c6b6478
2019-04-25 20:56:57.272 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@67f89fa3
2019-04-25 20:56:57.272 UTC [main]  TRACE LineSegmentationEvaluator:339 - matching possibility for GT: java.awt.Polygon@2ff5659e
2019-04-25 20:56:57.272 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@512ddf17
2019-04-25 20:56:57.272 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@2c13da15
2019-04-25 20:56:57.272 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@77556fd
2019-04-25 20:56:57.272 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@368239c8
2019-04-25 20:56:57.272 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@9e89d68
2019-04-25 20:56:57.272 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@3b192d32
2019-04-25 20:56:57.272 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@16f65612
2019-04-25 20:56:57.272 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@311d617d
2019-04-25 20:56:57.272 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@7c53a9eb
2019-04-25 20:56:57.273 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@ed17bee
2019-04-25 20:56:57.273 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@2a33fae0
2019-04-25 20:56:57.273 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@707f7052
2019-04-25 20:56:57.273 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@11028347
2019-04-25 20:56:57.273 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@14899482
2019-04-25 20:56:57.273 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@21588809
2019-04-25 20:56:57.273 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@2aae9190
2019-04-25 20:56:57.273 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@2f333739
2019-04-25 20:56:57.273 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@77468bd9
2019-04-25 20:56:57.273 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@12bb4df8
2019-04-25 20:56:57.273 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@4cc77c2e
2019-04-25 20:56:57.274 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@7a7b0070
2019-04-25 20:56:57.528 UTC [main]  TRACE LineSegmentationEvaluator:391 - matching possibility: java.awt.Polygon@2ff5659e * java.awt.Polygon@39a054a5 = 0.07703804347826088
2019-04-25 20:56:57.528 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@71bc1ae4
2019-04-25 20:56:57.528 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@6ed3ef1
2019-04-25 20:56:57.528 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@2437c6dc
2019-04-25 20:56:57.528 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@1f89ab83
2019-04-25 20:56:57.528 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@e73f9ac
2019-04-25 20:56:57.528 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@61064425
2019-04-25 20:56:57.529 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@7b1d7fff
2019-04-25 20:56:57.529 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@299a06ac
2019-04-25 20:56:57.529 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@383534aa
2019-04-25 20:56:57.529 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@6bc168e5
2019-04-25 20:56:57.921 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@2e5c649
2019-04-25 20:56:57.921 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@136432db
2019-04-25 20:56:57.921 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@7382f612
2019-04-25 20:56:57.921 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@1055e4af
2019-04-25 20:56:57.921 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@3caeaf62
2019-04-25 20:56:57.921 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@e6ea0c6
2019-04-25 20:56:57.921 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@6a38e57f
2019-04-25 20:56:57.921 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@5577140b
2019-04-25 20:56:57.921 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@1c6b6478
2019-04-25 20:56:57.921 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@67f89fa3
2019-04-25 20:56:57.922 UTC [main]  TRACE LineSegmentationEvaluator:339 - matching possibility for GT: java.awt.Polygon@77afea7d
2019-04-25 20:56:58.085 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@2c13da15
2019-04-25 20:56:58.085 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@77556fd
2019-04-25 20:56:58.085 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@368239c8
2019-04-25 20:56:58.085 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@9e89d68
2019-04-25 20:56:58.085 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@3b192d32
2019-04-25 20:56:58.085 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@16f65612
2019-04-25 20:56:58.085 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@311d617d
2019-04-25 20:56:58.085 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@7c53a9eb
2019-04-25 20:56:58.086 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@ed17bee
2019-04-25 20:56:58.097 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@707f7052
2019-04-25 20:56:58.097 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@11028347
2019-04-25 20:56:58.098 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@14899482
2019-04-25 20:56:58.098 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@21588809
2019-04-25 20:56:58.098 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@2aae9190
2019-04-25 20:56:58.098 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@2f333739
2019-04-25 20:56:58.098 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@77468bd9
2019-04-25 20:56:58.098 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@12bb4df8
2019-04-25 20:56:58.098 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@4cc77c2e
2019-04-25 20:56:58.098 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@7a7b0070
2019-04-25 20:56:58.098 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@39a054a5
2019-04-25 20:56:58.098 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@71bc1ae4
2019-04-25 20:56:58.098 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@6ed3ef1
2019-04-25 20:56:58.098 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@2437c6dc
2019-04-25 20:56:58.098 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@1f89ab83
2019-04-25 20:56:58.098 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@e73f9ac
2019-04-25 20:56:58.098 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@61064425
2019-04-25 20:56:58.098 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@7b1d7fff
2019-04-25 20:56:58.098 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@299a06ac
2019-04-25 20:56:58.377 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@6bc168e5
2019-04-25 20:56:58.377 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@277c0f21
2019-04-25 20:56:58.377 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@7b3300e5
2019-04-25 20:56:58.377 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@2e5c649
2019-04-25 20:56:58.377 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@136432db
2019-04-25 20:56:58.377 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@7382f612
2019-04-25 20:56:58.377 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@1055e4af
2019-04-25 20:56:58.377 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@3caeaf62
2019-04-25 20:56:58.654 UTC [main]  TRACE LineSegmentationEvaluator:391 - matching possibility: java.awt.Polygon@77afea7d * java.awt.Polygon@e6ea0c6 = 0.1143180531975099
2019-04-25 20:56:58.654 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@6a38e57f
2019-04-25 20:56:58.654 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@5577140b
2019-04-25 20:56:58.654 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@1c6b6478
2019-04-25 20:56:58.654 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@67f89fa3
2019-04-25 20:56:58.654 UTC [main]  TRACE LineSegmentationEvaluator:339 - matching possibility for GT: java.awt.Polygon@161cd475
2019-04-25 20:56:58.654 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@161cd475 with MO: java.awt.Polygon@512ddf17
2019-04-25 20:56:58.654 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@161cd475 with MO: java.awt.Polygon@2c13da15
2019-04-25 20:56:58.654 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@161cd475 with MO: java.awt.Polygon@77556fd
2019-04-25 20:56:58.654 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@161cd475 with MO: java.awt.Polygon@368239c8
2019-04-25 20:56:58.654 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@161cd475 with MO: java.awt.Polygon@9e89d68
2019-04-25 20:56:58.654 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@161cd475 with MO: java.awt.Polygon@3b192d32
2019-04-25 20:56:58.654 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@161cd475 with MO: java.awt.Polygon@16f65612
2019-04-25 20:56:58.654 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@161cd475 with MO: java.awt.Polygon@311d617d
2019-04-25 20:56:58.655 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@161cd475 with MO: java.awt.Polygon@7c53a9eb
2019-04-25 20:56:58.655 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@161cd475 with MO: java.awt.Polygon@ed17bee
2019-04-25 20:56:58.655 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@161cd475 with MO: java.awt.Polygon@2a33fae0
2019-04-25 20:56:58.727 UTC [main]  TRACE LineSegmentationEvaluator:391 - matching possibility: java.awt.Polygon@161cd475 * java.awt.Polygon@707f7052 = 0.13276345665820755
2019-04-25 20:56:58.727 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@161cd475 with MO: java.awt.Polygon@11028347
2019-04-25 20:56:58.727 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@161cd475 with MO: java.awt.Polygon@14899482
2019-04-25 20:56:58.727 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@161cd475 with MO: java.awt.Polygon@21588809
2019-04-25 20:56:58.727 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@161cd475 with MO: java.awt.Polygon@2aae9190
2019-04-25 20:56:58.727 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@161cd475 with MO: java.awt.Polygon@2f333739
2019-04-25 20:56:58.727 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@161cd475 with MO: java.awt.Polygon@77468bd9
2019-04-25 20:56:58.727 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@161cd475 with MO: java.awt.Polygon@12bb4df8
2019-04-25 20:56:58.727 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@161cd475 with MO: java.awt.Polygon@4cc77c2e
2019-04-25 20:56:58.727 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@161cd475 with MO: java.awt.Polygon@7a7b0070
2019-04-25 20:56:58.727 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@161cd475 with MO: java.awt.Polygon@39a054a5
2019-04-25 20:56:58.727 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@161cd475 with MO: java.awt.Polygon@71bc1ae4
2019-04-25 20:56:58.727 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@161cd475 with MO: java.awt.Polygon@6ed3ef1
2019-04-25 20:56:58.727 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@161cd475 with MO: java.awt.Polygon@2437c6dc
2019-04-25 20:56:58.727 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@161cd475 with MO: java.awt.Polygon@1f89ab83
2019-04-25 20:56:58.727 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@161cd475 with MO: java.awt.Polygon@e73f9ac
2019-04-25 20:56:58.727 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@161cd475 with MO: java.awt.Polygon@61064425
2019-04-25 20:56:58.727 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@161cd475 with MO: java.awt.Polygon@7b1d7fff
2019-04-25 20:56:58.727 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@161cd475 with MO: java.awt.Polygon@299a06ac
2019-04-25 20:56:58.727 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@161cd475 with MO: java.awt.Polygon@383534aa
2019-04-25 20:56:58.727 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@161cd475 with MO: java.awt.Polygon@6bc168e5
2019-04-25 20:56:58.728 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@161cd475 with MO: java.awt.Polygon@277c0f21
2019-04-25 20:56:58.728 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@161cd475 with MO: java.awt.Polygon@7b3300e5
2019-04-25 20:56:58.728 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@161cd475 with MO: java.awt.Polygon@2e5c649
2019-04-25 20:56:58.728 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@161cd475 with MO: java.awt.Polygon@136432db
2019-04-25 20:56:58.728 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@161cd475 with MO: java.awt.Polygon@7382f612
2019-04-25 20:56:58.728 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@161cd475 with MO: java.awt.Polygon@1055e4af
2019-04-25 20:56:58.728 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@161cd475 with MO: java.awt.Polygon@3caeaf62
2019-04-25 20:56:58.728 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@161cd475 with MO: java.awt.Polygon@e6ea0c6
2019-04-25 20:56:58.728 UTC [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@161cd475 with MO: java.awt.Polygon@6a38e57f
